mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036151719816387,mixture of true and false,0
mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037217126376513,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1446620375378430,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1446625628711238,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447249158648885,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447270141980120,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447486135291854,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447875271919607,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447962805244187,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447987088575092,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1447990211908113,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1448025148571286,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1448881151819019,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1448968271810307,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1449502221756912,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1449942021712932,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1450101585030309,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1450101775030290,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1450487488325052,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1450664601640674,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1450910671616067,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1451200324920435,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1451262981580836,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1454907001216434,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1456140261093108,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1456154251091709,mixture of true and false,0
left,Addicting Info,https://www.facebook.com/AddictingInfoOrg/posts/1456218721085262,mixture of true and false,0
mainstream,CNN Politics,https://www.facebook.com/cnnpolitics/posts/1282620601779770,mixture of true and false,0
mainstream,CNN Politics,https://www.facebook.com/cnnpolitics/posts/1283476095027554,mixture of true and false,0
mainstream,CNN Politics,https://www.facebook.com/cnnpolitics/posts/1283569618351535,mixture of true and false,0
mainstream,CNN Politics,https://www.facebook.com/cnnpolitics/posts/1286817908026706,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551473381722841,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551473965056116,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551474225056090,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551474598389386,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551518255051687,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551518398385006,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551518585051654,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551571785046334,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551599835043529,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551663495037163,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551828608353985,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/551845095019003,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552008985002614,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552041008332745,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552071654996347,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552216024981910,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552216071648572,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552216328315213,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552242391645940,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552310044972508,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552439798292866,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552464218290424,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552571628279683,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552581958278650,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552582248278621,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552582351611944,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552582638278582,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552599994943513,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552600158276830,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552600601610119,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552771738259672,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552973581572821,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552974104906102,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552974201572759,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/552974251572754,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/553000648236781,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/553010994902413,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/553592314844281,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/553592784844234,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/553592881510891,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554123748124471,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554127358124110,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554342468102599,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554416098095236,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554505034753009,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554505178086328,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554509488085897,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554510938085752,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554737894729723,mixture of true and false,0
right,Eagle Rising,https://www.facebook.com/theEagleisRising/posts/554779854725527,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1245661855495929,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1246242658771182,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1246491382079643,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1246565388738909,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1246595435402571,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1246596238735824,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1246873882041393,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1247112968684151,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1247384335323681,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1247476645314450,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1247473121981469,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1248049121923869,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1248260195236095,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1248640028531445,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1248957208499727,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1248987098496738,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1249041701824611,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1249057001823081,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1249061858489262,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1249133618482086,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1252607684801346,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1252763278119120,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1253280291400752,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1253393644722750,mixture of true and false,0
right,Freedom Daily,https://www.facebook.com/FreedomDailyNews/posts/1253571211371660,mixture of true and false,0
left,Occupy Democrats,https://www.facebook.com/OccupyDemocrats/posts/1245723568854028,mixture of true and false,0
