https://abcnews.go.com/Politics/george-hw-bush-hell-vote-hillary-clinton-foundation/story?id=42236795&cid=abcnp_fb,0.0
http://ww1.winningdemocrats.com/,0.0
,0.0
http://www.addictinginfo.org/2016/09/19/john-kasich-tells-gop-chair-reince-priebus-to-go-fck-himself/,0.0
http://www.addictinginfo.org/2016/09/19/michigan-republicans-strip-flint-of-their-power-to-sue-the-state-over-poisoned-water/,0.0
http://www.addictinginfo.org/2016/09/19/trump-just-blamed-bombings-on-freedom-of-the-press-video/,0.0
,0.0
,0.0
,0.0
http://www.addictinginfo.org/2016/09/20/george-h-w-bush-may-have-just-dealt-an-incredibly-stinging-blow-to-the-trump-train/,0.0
http://ww12.winningdemocrats.com/,0.0
,0.0
,0.0
http://www.addictinginfo.org/2016/09/21/trump-campaign-gives-pathetic-reason-why-george-h-w-bush-is-voting-for-hillary-video/,0.0
http://www.addictinginfo.org/2016/09/21/watch-trump-just-accidentally-admitted-he-still-believes-obama-was-born-in-kenya/,0.0
,0.0
http://ifyouonlynews.com/politics/trump-supporters-offer-outrageous-conspiracy-theories-to-daily-show-reporter-video/,0.0
http://www.addictinginfo.org/2016/09/22/trump-loses-support-of-police-union-after-saying-tulsa-shooting-cop-choked-video/,0.0
http://author.addictinginfo.org/2016/09/22/hannity-gets-his-a-handed-to-him-for-falsely-claiming-terence-crutcher-has-violent-criminal-past/,0.0
http://www.addictinginfo.org/2016/09/22/trump-blames-charlotte-rioting-on-drug-use-without-any-proof/,0.0
,0.0
,0.0
,0.0
http://addictinginfo.org/2016/09/26/trump-literally-just-said-hed-take-guns-away-from-anyone-without-due-process/,0.0
http://ww7.winningdemocrats.com/,0.0
,0.0
,0.0
https://www.cnn.com/2016/09/20/politics/george-hw-bush-hillary-clinton/index.html,0.0
https://www.cnn.com/2016/09/20/politics/george-hw-bush-hillary-clinton/index.html,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
