fb_url,url,label
https://www.facebook.com/TheOther98/posts/1462696813741292,https://www.washingtonpost.com/news/worldviews/wp/2016/09/19/france-bans-plastic-plates-and-cutlery/?noredirect=on,1
https://www.facebook.com/politico/posts/10153848716736680,https://www.politico.eu/article/un-to-resume-syria-aid-deliveries/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153841233376680,https://www.politico.eu/article/russias-election-free-sausages-and-fraud-allegations-parliament-vote/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153846136131680,https://www.politico.eu/article/rome-to-withdraw-the-2024-olympics-bid-report/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153860728181680,https://www.politico.eu/article/refugee-children-education-europe-volunteers-greece-migrant-camp/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153844234911680,https://www.politico.eu/article/president-of-the-philippines-to-eu-swearing-language-killings-drugs/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153863362721680,https://www.politico.eu/article/nato-chief-counterattacks-against-donald-trump-jens-stoltenberg/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153852298381680,https://www.politico.eu/article/iceland-considers-suing-iceland-supermarket-chain-britain/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153848119186680,https://www.politico.eu/article/hillary-clinton-would-break-from-barack-obama-us-foreign-policy-china/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153846298466680,https://www.politico.eu/article/hate-crime-threatens-peace-in-eastern-germany-report/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153850716636680,https://www.politico.eu/article/donald-trump-ancestry-forefathers-kallstadt/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153851714566680,https://www.politico.eu/article/donald-trump-ancestry-forefathers-kallstadt/?cmpid=sf,1
https://www.facebook.com/politico/posts/10153846051046680,https://www.politico.com/tipsheets/playbook/2016/09/what-hillary-will-say-in-orlando-trump-gives-ukraine-the-cold-shoulder-megyn-kelly-producing-new-hamby-conroy-show-playbook-food-truck-this-morning-cocktails-with-john-lewis-tonight-216425?cmpid=sf,1
https://www.facebook.com/politico/posts/10153848754321680,https://www.politico.com/tipsheets/playbook/2016/09/state-of-emergency-in-charlotte-what-the-hill-wants-to-know-doris-kearns-goodwins-ultimate-obama-exit-interview-bday-campaign-carl-cameron-216449?cmpid=sf,1
https://www.facebook.com/politico/posts/10153859552511680,https://www.politico.com/tipsheets/playbook/2016/09/race-tied-on-debate-day-co-and-pa-are-tight-clinton-hosting-more-than-1-200-watch-parties-the-playbook-interview-stephanie-schriock-bday-dave-weigel-216499?cmpid=sf,1
https://www.facebook.com/politico/posts/10153851333666680,https://www.politico.com/tipsheets/playbook/2016/09/inside-the-govt-shutdown-fight-new-clinton-video-mirrors-the-playbook-interview-steve-hilton-bday-mike-schmidt-216473?cmpid=sf,1
https://www.facebook.com/politico/posts/10153843504401680,https://www.politico.com/tipsheets/playbook/2016/09/government-funding-battle-likely-to-slip-to-next-week-trump-talks-debate-strategy-with-oreilly-the-playbook-food-truck-mook-memo-how-well-win-216401?cmpid=sf,1
https://www.facebook.com/politico/posts/10153862455101680,https://www.politico.com/tipsheets/playbook/2016/09/behind-the-scenes-of-the-first-debate-who-was-talking-to-who-photos-narrative-clinton-wins-giuliani-id-skip-next-debates-if-i-were-trump-bday-juleanna-glover-216525?cmpid=sf,1
https://www.facebook.com/politico/posts/10153840910511680,https://www.politico.com/tipsheets/playbook/2016/09/50-days-until-election-day-pipe-bomb-found-in-nyc-suburb-in-new-jersey-trump-cashes-in-with-small-donors-hillary-up-one-in-florida-216377?cmpid=sf,1
https://www.facebook.com/politico/posts/10153841760176680,https://www.politico.com/story/2016/09/zika-funding-deal-congress-228366?cmpid=sf,1
https://www.facebook.com/politico/posts/10153849988486680,https://www.politico.com/story/2016/09/yahoo-hackers-users-data-228538?cmpid=sf,1
https://www.facebook.com/politico/posts/10153860655326680,https://www.politico.com/story/2016/09/will-obama-watch-the-first-debate-228681?cmpid=sf,1
https://www.facebook.com/politico/posts/10153852268026680,https://www.politico.com/story/2016/09/white-house-issues-cr-veto-threat-228587?cmpid=sf,1
https://www.facebook.com/politico/posts/10153846706141680,https://www.politico.com/story/2016/09/where-will-ahmad-rahami-be-prosecuted-228460?cmpid=sf,1
https://www.facebook.com/politico/posts/10153861620116680,https://www.politico.com/story/2016/09/what-was-trump-going-to-say-to-clinton-first-debate-228744?cmpid=sf,1
https://www.facebook.com/politico/posts/10153849954976680,https://www.politico.com/story/2016/09/what-trump-clinton-said-when-they-were-asked-about-age-228530?cmpid=sf,1
https://www.facebook.com/politico/posts/10153847662691680,https://www.politico.com/story/2016/09/west-wing-cast-hillary-clinton-228485?cmpid=sf,1
https://www.facebook.com/politico/posts/10153848177041680,https://www.politico.com/story/2016/09/west-wing-cast-hillary-clinton-228485?cmpid=sf,1
https://www.facebook.com/politico/posts/10153863978636680,https://www.politico.com/story/2016/09/wall-street-hillary-clinton-228808?cmpid=sf,1
https://www.facebook.com/politico/posts/10153840562681680,https://www.politico.com/story/2016/09/us-iran-payments-wire-transfer-228324?cmpid=sf,1
https://www.facebook.com/politico/posts/10153861921181680,https://www.politico.com/story/2016/09/trump-women-sexism-debate-clinton-228759?cmpid=sf,1
https://www.facebook.com/politico/posts/10153862341241680,https://www.politico.com/story/2016/09/trump-women-sexism-debate-clinton-228759?cmpid=sf,1
https://www.facebook.com/politico/posts/10153846770616680,https://www.politico.com/story/2016/09/trump-what-have-you-got-to-lose-228462?cmpid=sf,1
https://www.facebook.com/politico/posts/10153861964436680,https://www.politico.com/story/2016/09/trump-website-goes-down-during-debate-228719?cmpid=sf,1
https://www.facebook.com/politico/posts/10153851994871680,https://www.politico.com/story/2016/09/trump-tax-breaks-universities-228575?cmpid=sf,1
https://www.facebook.com/politico/posts/10153849601511680,https://www.politico.com/story/2016/09/trump-stop-and-frisk-paul-ryan-228524?cmpid=sf,1
https://www.facebook.com/politico/posts/10153849205376680,https://www.politico.com/story/2016/09/trump-stop-and-frisk-only-chicago-228516?cmpid=sf,1
https://www.facebook.com/politico/posts/10153862576261680,https://www.politico.com/story/2016/09/trump-sniffles-first-2016-debate-228769?cmpid=sf,1
https://www.facebook.com/politico/posts/10153844585616680,https://www.politico.com/story/2016/09/trump-skittles-mike-pence-reaction-228419?cmpid=sf,1
https://www.facebook.com/politico/posts/10153840772606680,https://www.politico.com/story/2016/09/trump-shatters-gop-records-with-small-donors-228338?cmpid=sf,1
